canned fish,sausage,19
shopping bags,sweet spreads,19
canned beer,hamburger meat,19
other vegetables,spices,19
frozen meals,sliced cheese,19
coffee,ice cream,19
butter milk,napkins,19
bottled water,cling film/bags,19
candles,pastry,19
curd,meat,19
brown bread,pickled vegetables,19
cake bar,tropical fruit,19
candy,misc. beverages,19
dog food,yogurt,19
cake bar,curd,19
candy,hard cheese,19
baking powder,chocolate,19
other vegetables,pet care,19
herbs,oil,18
misc. beverages,newspapers,18
packaged fruit/vegetables,sausage,18
dessert,soft cheese,18
potted plants,shopping bags,18
newspapers,specialty bar,18
misc. beverages,whipped/sour cream,18
citrus fruit,mustard,18
root vegetables,white wine,18
pork,specialty bar,18
canned beer,onions,18
bottled beer,cream cheese,18
fruit/vegetable juice,red/blush wine,18
flour,oil,18
flour,sausage,18
cream cheese,misc. beverages,18
cream cheese,oil,18
baking powder,flour,18
UHT-milk,butter milk,18
dog food,soda,18
baking powder,newspapers,18
beef,meat,18
bottled water,cake bar,18
berries,oil,18
coffee,hard cheese,18
long life bakery product,soft cheese,18
citrus fruit,pasta,18
frozen fish,frozen vegetables,18
beef,butter milk,18
coffee,flour,18
long life bakery product,meat,18
pork,semi-finished bread,18
UHT-milk,salty snack,18
coffee,specialty chocolate,18
chocolate marshmallow,domestic eggs,18
grapes,waffles,18
bottled beer,roll products,18
bottled beer,ice cream,18
cake bar,pip fruit,18
flower (seeds),rolls/buns,18
detergent,oil,18
jam,other vegetables,18
canned fish,frankfurter,18
chocolate,flour,18
dental care,whole milk,18
baking powder,napkins,18
instant coffee,rolls/buns,18
margarine,roll products,18
dishes,whipped/sour cream,18
specialty bar,specialty chocolate,18
citrus fruit,rice,18
house keeping products,yogurt,18
bottled beer,liquor (appetizer),18
butter,rice,18
ham,sugar,18
oil,onions,18
chocolate marshmallow,tropical fruit,18
chewing gum,citrus fruit,18
dessert,frozen meals,18
berries,specialty bar,18
vinegar,yogurt,18
canned beer,whipped/sour cream,18
cake bar,root vegetables,18
frozen vegetables,processed cheese,18
ice cream,napkins,18
roll products,whipped/sour cream,18
domestic eggs,mustard,18
sliced cheese,soft cheese,18
frozen meals,ham,18
beverages,chocolate,18
pasta,shopping bags,18
dog food,shopping bags,18
baking powder,curd,18
bottled beer,canned fish,18
chicken,flour,18
chewing gum,frankfurter,18
salt,sugar,18
flour,shopping bags,18
chicken,frozen meals,18
meat spreads,yogurt,18
frozen meals,pasta,18
frozen dessert,frozen vegetables,18
hamburger meat,oil,18
pasta,sausage,18
frankfurter,specialty chocolate,17
detergent,white bread,17
candles,root vegetables,17
pickled vegetables,whipped/sour cream,17
cream cheese,specialty bar,17
UHT-milk,hamburger meat,17
chicken,grapes,17
brown bread,spread cheese,17
whole milk,zwieback,17
rum,whole milk,17
house keeping products,rolls/buns,17
curd,specialty chocolate,17
canned vegetables,pip fruit,17
pasta,pastry,17
fruit/vegetable juice,mustard,17
root vegetables,seasonal products,17
chewing gum,whipped/sour cream,17
chewing gum,salty snack,17
dish cleaner,whipped/sour cream,17
bottled beer,cat food,17
other vegetables,zwieback,17
chewing gum,root vegetables,17
ham,onions,17
finished products,soda,17
canned fish,napkins,17
canned fish,coffee,17
berries,meat,17
margarine,mayonnaise,17
citrus fruit,turkey,17
root vegetables,soups,17
UHT-milk,berries,17
mayonnaise,shopping bags,17
butter milk,salty snack,17
canned beer,liquor (appetizer),17
ham,pork,17
dishes,shopping bags,17
flour,salty snack,17
chewing gum,pastry,17
curd,detergent,17
hamburger meat,meat,17
coffee,seasonal products,17
mustard,newspapers,17
hard cheese,sugar,17
onions,soft cheese,17
brown bread,semi-finished bread,17
dishes,domestic eggs,17
baking powder,cream cheese,17
beef,potted plants,17
domestic eggs,semi-finished bread,17
herbs,margarine,17
UHT-milk,hygiene articles,17
bottled beer,salt,17
root vegetables,spread cheese,17
frozen vegetables,packaged fruit/vegetables,17
brown bread,misc. beverages,17
canned fish,domestic eggs,17
long life bakery product,processed cheese,17
butter,specialty chocolate,17
chicken,ham,17
hamburger meat,waffles,17
baking powder,pork,17
detergent,pork,17
sugar,waffles,17
packaged fruit/vegetables,pastry,17
salt,sausage,17
bottled beer,hard cheese,17
house keeping products,soda,17
dishes,pastry,17
chocolate,sliced cheese,17
pickled vegetables,pork,17
frankfurter,frozen fish,17
pastry,spread cheese,17
frankfurter,specialty bar,17
beef,pasta,17
canned beer,white wine,17
citrus fruit,packaged fruit/vegetables,17
margarine,pasta,17
bottled water,specialty cheese,17
ham,soft cheese,17
bottled beer,sliced cheese,17
canned fish,whipped/sour cream,17
coffee,ham,17
onions,sugar,17
house keeping products,root vegetables,17
dishes,pork,17
cat food,dessert,17
butter milk,chicken,17
dessert,pickled vegetables,16
newspapers,white wine,16
margarine,mustard,16
brown bread,potted plants,16
frozen potato products,fruit/vegetable juice,16
berries,hamburger meat,16
popcorn,root vegetables,16
brown bread,packaged fruit/vegetables,16
rolls/buns,vinegar,16
cat food,hamburger meat,16
candy,napkins,16
citrus fruit,soups,16
butter,pickled vegetables,16
butter,flower (seeds),16
cleaner,yogurt,16
hard cheese,soft cheese,16
bottled water,canned fish,16
mayonnaise,tropical fruit,16
frozen meals,hamburger meat,16
fruit/vegetable juice,white wine,16
canned beer,frozen vegetables,16
condensed milk,shopping bags,16
dish cleaner,shopping bags,16
cream cheese,meat,16
beverages,cream cheese,16
skin care,whole milk,16
misc. beverages,specialty chocolate,16
candy,processed cheese,16
beverages,waffles,16
butter milk,onions,16
frozen meals,hygiene articles,16
abrasive cleaner,whole milk,16
bottled beer,processed cheese,16
flour,hygiene articles,16
root vegetables,vinegar,16
other vegetables,popcorn,16
canned fish,citrus fruit,16
citrus fruit,spread cheese,16
chocolate,mayonnaise,16
roll products,soda,16
newspapers,spread cheese,16
frozen vegetables,ice cream,16
hygiene articles,misc. beverages,16
pork,specialty chocolate,16
bottled water,turkey,16
condensed milk,yogurt,16
brown bread,ice cream,16
flower (seeds),soda,16
domestic eggs,pasta,16
dish cleaner,root vegetables,16
flower (seeds),whipped/sour cream,16
flour,napkins,16
salt,soda,16
napkins,processed cheese,16
pip fruit,turkey,16
berries,bottled beer,16
baking powder,pastry,16
grapes,salty snack,16
long life bakery product,pork,16
oil,salty snack,16
frozen vegetables,seasonal products,16
tea,whole milk,16
bottled beer,potted plants,16
house keeping products,napkins,16
hygiene articles,salty snack,16
chicken,specialty chocolate,16
dog food,tropical fruit,16
citrus fruit,frozen fish,16
rolls/buns,sweet spreads,16
citrus fruit,dish cleaner,16
abrasive cleaner,other vegetables,16
oil,pickled vegetables,16
house keeping products,sausage,16
chocolate,chocolate marshmallow,16
cling film/bags,root vegetables,16
citrus fruit,ice cream,16
beverages,frozen vegetables,16
curd cheese,rolls/buns,16
dessert,hygiene articles,16
condensed milk,fruit/vegetable juice,16
cleaner,other vegetables,16
cat food,sugar,16
specialty cheese,tropical fruit,16
baking powder,oil,16
beverages,pork,16
liquor (appetizer),whole milk,16
frozen dessert,pastry,16
coffee,specialty bar,16
canned fish,fruit/vegetable juice,16
canned vegetables,whipped/sour cream,16
butter milk,waffles,16
onions,salty snack,16
liquor (appetizer),newspapers,16
chewing gum,newspapers,16
pork,roll products,16
canned beer,sliced cheese,16
cat food,waffles,16
margarine,misc. beverages,16
other vegetables,softener,16
margarine,potted plants,16
long life bakery product,pickled vegetables,16
bottled beer,semi-finished bread,16
butter milk,ham,16
citrus fruit,cling film/bags,16
beverages,domestic eggs,16
canned beer,long life bakery product,16
oil,waffles,16
female sanitary products,rolls/buns,16
female sanitary products,yogurt,16
hamburger meat,sliced cheese,16
candy,sugar,16
canned vegetables,domestic eggs,16
UHT-milk,chocolate,16
chicken,pasta,16
cat food,cream cheese,16
hard cheese,waffles,16
canned beer,oil,16
grapes,long life bakery product,16
frozen vegetables,specialty chocolate,16
house keeping products,tropical fruit,16
canned vegetables,hamburger meat,16
canned vegetables,sausage,16
other vegetables,tea,15
UHT-milk,onions,15
frozen meals,meat,15
ketchup,whole milk,15
chicken,packaged fruit/vegetables,15
frozen dessert,frozen meals,15
misc. beverages,salty snack,15
onions,salt,15
canned vegetables,fruit/vegetable juice,15
citrus fruit,roll products,15
bottled water,flower (seeds),15
mayonnaise,whipped/sour cream,15
other vegetables,sparkling wine,15
grapes,ice cream,15
brown bread,seasonal products,15
beverages,curd,15
frozen meals,hard cheese,15
canned beer,sugar,15
baking powder,beef,15
canned beer,chewing gum,15
meat,sliced cheese,15
fruit/vegetable juice,turkey,15
canned fish,newspapers,15
brown bread,herbs,15
frozen potato products,pastry,15
chocolate,red/blush wine,15
berries,detergent,15
chicken,ice cream,15
beef,semi-finished bread,15
dog food,fruit/vegetable juice,15
frankfurter,frozen potato products,15
berries,onions,15
baking powder,white bread,15
berries,hard cheese,15
frozen fish,frozen meals,15
detergent,domestic eggs,15
fruit/vegetable juice,sweet spreads,15
domestic eggs,seasonal products,15
cling film/bags,napkins,15
condensed milk,root vegetables,15
butter,turkey,15
frankfurter,seasonal products,15
house keeping products,shopping bags,15
dessert,misc. beverages,15
grapes,oil,15
brown bread,processed cheese,15
candles,tropical fruit,15
ketchup,other vegetables,15
bottled water,dish cleaner,15
dish cleaner,napkins,15
canned fish,pip fruit,15
pip fruit,seasonal products,15
sweet spreads,white bread,15
beverages,long life bakery product,15
citrus fruit,salt,15
liver loaf,yogurt,15
dessert,seasonal products,15
UHT-milk,cat food,15
soups,whipped/sour cream,15
pip fruit,red/blush wine,15
cling film/bags,shopping bags,15
hamburger meat,herbs,15
butter,specialty bar,15
canned beer,specialty bar,15
dish cleaner,sausage,15
berries,sliced cheese,15
pork,processed cheese,15
napkins,pickled vegetables,15
ice cream,long life bakery product,15
domestic eggs,specialty bar,15
curd cheese,tropical fruit,15
beef,packaged fruit/vegetables,15
domestic eggs,roll products,15
oil,pasta,15
liver loaf,other vegetables,15
liver loaf,rolls/buns,15
specialty bar,whipped/sour cream,15
chocolate marshmallow,yogurt,15
pip fruit,salt,15
other vegetables,rum,15
butter,canned fish,15
baking powder,shopping bags,15
onions,waffles,15
bottled water,salt,15
ham,semi-finished bread,15
canned fish,margarine,15
curd,specialty bar,15
hard cheese,hygiene articles,15
margarine,specialty bar,15
beef,dishes,15
candy,specialty bar,15
rice,rolls/buns,15
berries,cake bar,15
cream cheese,dishes,15
liquor (appetizer),shopping bags,15
long life bakery product,sliced cheese,15
butter,dishes,15
curd,turkey,15
Instant food products,tropical fruit,15
herbs,sausage,15
frozen potato products,root vegetables,15
domestic eggs,frozen dessert,15
other vegetables,sauces,15
flour,newspapers,15
meat,onions,15
chocolate,mustard,15
condensed milk,tropical fruit,15
bottled water,frozen dessert,15
hygiene articles,specialty chocolate,15
detergent,hygiene articles,15
fruit/vegetable juice,salt,15
candy,oil,15
fruit/vegetable juice,herbs,15
long life bakery product,misc. beverages,15
frozen dessert,margarine,15
canned fish,frozen vegetables,15
berries,ham,15
dish cleaner,tropical fruit,14
canned fish,waffles,14
rolls/buns,zwieback,14
cling film/bags,frozen vegetables,14
frankfurter,mayonnaise,14
berries,packaged fruit/vegetables,14
salt,tropical fruit,14
dessert,onions,14
liquor (appetizer),other vegetables,14
UHT-milk,beef,14
butter milk,hamburger meat,14
beverages,hard cheese,14
coffee,mustard,14
condensed milk,pip fruit,14
bottled water,dog food,14
pet care,yogurt,14
cream cheese,processed cheese,14
frozen dessert,whipped/sour cream,14
ice cream,specialty chocolate,14
packaged fruit/vegetables,whipped/sour cream,14
frozen fish,sausage,14
ham,hygiene articles,14
frozen vegetables,rice,14
processed cheese,waffles,14
pickled vegetables,white bread,14
hamburger meat,long life bakery product,14
brown bread,flour,14
canned fish,chocolate,14
newspapers,salt,14
dental care,rolls/buns,14
curd,frozen dessert,14
coffee,pasta,14
pip fruit,specialty cheese,14
curd,pasta,14
bottled water,roll products,14
cat food,frozen vegetables,14
cling film/bags,margarine,14
butter,salt,14
popcorn,shopping bags,14
candles,citrus fruit,14
pip fruit,sweet spreads,14
chocolate,pickled vegetables,14
frozen vegetables,pasta,14
bottled water,condensed milk,14
hard cheese,meat,14
chocolate,semi-finished bread,14
finished products,shopping bags,14
beverages,frankfurter,14
chewing gum,curd,14
citrus fruit,specialty cheese,14
ice cream,white bread,14
ham,salty snack,14
semi-finished bread,white bread,14
fruit/vegetable juice,spread cheese,14
beverages,white bread,14
female sanitary products,other vegetables,14
pasta,waffles,14
flower (seeds),margarine,14
mustard,oil,14
finished products,whole milk,14
margarine,salt,14
cat food,ham,14
domestic eggs,ice cream,14
butter,potted plants,14
ham,specialty chocolate,14
domestic eggs,potted plants,14
mustard,napkins,14
bottled water,seasonal products,14
dessert,specialty chocolate,14
beverages,chicken,14
curd,roll products,14
dog food,root vegetables,14
napkins,red/blush wine,14
meat spreads,soda,14
pip fruit,soups,14
oil,sliced cheese,14
bottled beer,candy,14
bottled beer,dishes,14
napkins,semi-finished bread,14
beef,canned fish,14
candy,chocolate marshmallow,14
long life bakery product,onions,14
Instant food products,yogurt,14
candy,dessert,14
cake bar,chocolate,14
mustard,pastry,14
beverages,bottled beer,14
hard cheese,misc. beverages,14
grapes,hamburger meat,14
pet care,root vegetables,14
pip fruit,rice,14
beverages,butter milk,14
berries,cat food,14
brown bread,red/blush wine,14
citrus fruit,condensed milk,14
pasta,white bread,14
finished products,pastry,14
liver loaf,root vegetables,14
pickled vegetables,salty snack,14
specialty cheese,whipped/sour cream,14
fruit/vegetable juice,roll products,14
chocolate marshmallow,waffles,14
chocolate marshmallow,pork,14
soda,specialty cheese,14
cream cheese,specialty chocolate,14
herbs,napkins,14
butter,roll products,14
pasta,pork,14
coffee,frozen dessert,14
spices,whole milk,14
domestic eggs,frozen fish,14
misc. beverages,white bread,14
yogurt,zwieback,14
beef,ice cream,14
baking powder,frankfurter,14
dessert,pasta,14
citrus fruit,dog food,14
tropical fruit,zwieback,14
dessert,specialty bar,14
rolls/buns,skin care,14
citrus fruit,frozen dessert,14
mayonnaise,mustard,14
domestic eggs,mayonnaise,14
ham,oil,14
domestic eggs,red/blush wine,14
chocolate marshmallow,pastry,14
UHT-milk,pickled vegetables,14
cream cheese,frozen meals,14
coffee,roll products,14
Instant food products,pastry,14
herbs,onions,14
canned vegetables,shopping bags,14
cat food,white bread,14
berries,soft cheese,14
butter milk,hard cheese,14
chicken,sliced cheese,14
female sanitary products,soda,14
sliced cheese,sugar,14
flower (seeds),yogurt,14
cocoa drinks,whole milk,13
baking powder,hamburger meat,13
dog food,rolls/buns,13
chicken,potted plants,13
liquor,other vegetables,13
chocolate marshmallow,margarine,13
citrus fruit,house keeping products,13
pip fruit,white wine,13
candy,ham,13
potted plants,sausage,13
candles,rolls/buns,13
chocolate,processed cheese,13
candy,frozen meals,13
dishes,sausage,13
beef,roll products,13
cling film/bags,whipped/sour cream,13
Instant food products,curd,13
cake bar,white bread,13
detergent,fruit/vegetable juice,13
coffee,detergent,13
frozen dessert,pork,13
cream cheese,grapes,13
frozen meals,ice cream,13
dish cleaner,pip fruit,13
brown bread,turkey,13
domestic eggs,ketchup,13
abrasive cleaner,root vegetables,13
rolls/buns,soups,13
bottled beer,mustard,13
cream cheese,potted plants,13
jam,soda,13
soft cheese,specialty chocolate,13
meat spreads,rolls/buns,13
UHT-milk,specialty bar,13
long life bakery product,potted plants,13
curd cheese,yogurt,13
frozen meals,specialty bar,13
frozen potato products,pork,13
dishes,fruit/vegetable juice,13
coffee,misc. beverages,13
baking powder,hard cheese,13
brandy,shopping bags,13
ketchup,soda,13
margarine,specialty chocolate,13
bottled beer,detergent,13
kitchen towels,root vegetables,13
instant coffee,whipped/sour cream,13
UHT-milk,oil,13
light bulbs,other vegetables,13
cereals,root vegetables,13
cat food,pet care,13
frankfurter,pasta,13
domestic eggs,rice,13
fruit/vegetable juice,popcorn,13
dental care,newspapers,13
misc. beverages,waffles,13
napkins,soft cheese,13
UHT-milk,meat,13
grapes,margarine,13
pork,seasonal products,13
dishes,newspapers,13
tea,tropical fruit,13
butter milk,sugar,13
pet care,tropical fruit,13
turkey,whipped/sour cream,13
hard cheese,pasta,13
sausage,spices,13
cooking chocolate,whole milk,13
citrus fruit,female sanitary products,13
pudding powder,whole milk,13
jam,rolls/buns,13
roll products,sugar,13
frozen potato products,sausage,13
grapes,potted plants,13
frozen vegetables,potted plants,13
margarine,red/blush wine,13
butter milk,oil,13
bottled beer,flour,13
chicken,rice,13
cake bar,fruit/vegetable juice,13
dessert,grapes,13
brown bread,detergent,13
baking powder,waffles,13
brown bread,canned vegetables,13
bottled water,rice,13
bottled water,male cosmetics,13
newspapers,soft cheese,13
sliced cheese,waffles,13
frozen meals,grapes,13
beverages,butter,13
canned beer,meat,13
oil,soft cheese,13
hard cheese,salty snack,13
chicken,detergent,13
hygiene articles,pickled vegetables,13
instant coffee,root vegetables,13
kitchen towels,tropical fruit,13
cream cheese,pickled vegetables,13
coffee,dish cleaner,13
cat food,specialty chocolate,13
ice cream,pork,13
grapes,ham,13
coffee,semi-finished bread,13
flour,white bread,13
meat,oil,13
herbs,hygiene articles,13
meat spreads,whole milk,13
mustard,onions,13
frozen potato products,pip fruit,13
oil,roll products,13
popcorn,yogurt,13
long life bakery product,oil,13
UHT-milk,white bread,13
cling film/bags,fruit/vegetable juice,13
canned fruit,whole milk,13
frankfurter,frozen dessert,13
chocolate,house keeping products,13
pip fruit,spread cheese,13
margarine,soups,13
canned vegetables,frozen vegetables,13
bottled water,pet care,13
sweet spreads,tropical fruit,13
grapes,misc. beverages,13
pork,spread cheese,13
meat,pickled vegetables,13
canned beer,specialty chocolate,13
coffee,dishes,13
house keeping products,whipped/sour cream,13
brown bread,pasta,13
chicken,red/blush wine,13
canned vegetables,hard cheese,12
coffee,kitchen towels,12
ice cream,sliced cheese,12
light bulbs,yogurt,12
chocolate,ice cream,12
citrus fruit,white wine,12
pork,rice,12
canned fish,curd,12
beef,jam,12
dish cleaner,hygiene articles,12
kitchen towels,yogurt,12
hamburger meat,sauces,12
fruit/vegetable juice,mayonnaise,12
chewing gum,cream cheese,12
nuts/prunes,whole milk,12
rice,sugar,12
cat food,frozen meals,12
rice,shopping bags,12
beverages,sliced cheese,12
dish cleaner,domestic eggs,12
seasonal products,waffles,12
detergent,salty snack,12
rolls/buns,tidbits,12
butter milk,hygiene articles,12
meat,soft cheese,12
beverages,specialty bar,12
pickled vegetables,waffles,12
beef,candy,12
domestic eggs,sweet spreads,12
beef,mustard,12
chocolate,meat,12
cat food,flour,12
canned beer,frozen meals,12
frozen fish,sugar,12
bottled beer,spread cheese,12
frankfurter,packaged fruit/vegetables,12
berries,specialty chocolate,12
cream cheese,herbs,12
margarine,specialty fat,12
berries,beverages,12
dish cleaner,pastry,12
dishes,waffles,12
curd,pickled vegetables,12
bottled water,jam,12
chocolate,potted plants,12
curd,seasonal products,12
chewing gum,coffee,12
dessert,ice cream,12
dish cleaner,hamburger meat,12
UHT-milk,long life bakery product,12
sauces,tropical fruit,12
curd,potted plants,12
newspapers,sweet spreads,12
chewing gum,hygiene articles,12
cling film/bags,pip fruit,12
candles,soda,12
UHT-milk,candy,12
fruit/vegetable juice,packaged fruit/vegetables,12
mayonnaise,pip fruit,12
canned beer,canned fish,12
bottled beer,pet care,12
Instant food products,butter,12
ice cream,meat,12
popcorn,sausage,12
beverages,napkins,12
frankfurter,ice cream,12
UHT-milk,mustard,12
beef,dog food,12
bottled beer,grapes,12
baking powder,coffee,12
softener,yogurt,12
frozen meals,onions,12
instant coffee,tropical fruit,12
beef,rice,12
dishes,onions,12
domestic eggs,specialty cheese,12
newspapers,pasta,12
soda,soups,12
jam,yogurt,12
chocolate,finished products,12
grapes,onions,12
coffee,rice,12
frozen vegetables,turkey,12
flour,frozen vegetables,12
bottled beer,soft cheese,12
frozen dessert,pip fruit,12
citrus fruit,flower (seeds),12
detergent,long life bakery product,12
bottled beer,soups,12
butter,semi-finished bread,12
curd,processed cheese,12
potato products,whole milk,12
beef,mayonnaise,12
pip fruit,roll products,12
specialty fat,whole milk,12
cat food,salty snack,12
chocolate marshmallow,napkins,12
bottled beer,condensed milk,12
ice cream,sugar,12
ham,specialty bar,12
long life bakery product,mustard,12
coffee,processed cheese,12
napkins,roll products,12
mayonnaise,pastry,12
hygiene articles,pasta,12
frozen dessert,shopping bags,12
bottled water,chocolate marshmallow,12
butter,jam,12
napkins,potted plants,12
flower (seeds),frozen vegetables,12
chicken,roll products,12
frozen fish,fruit/vegetable juice,12
frozen meals,margarine,12
cat food,meat,12
coffee,potted plants,12
other vegetables,skin care,12
cling film/bags,sausage,12
packaged fruit/vegetables,pork,12
chocolate marshmallow,root vegetables,12
chicken,white wine,12
grapes,specialty bar,12
beef,hard cheese,12
ham,hamburger meat,12
brown bread,sauces,12
soda,turkey,12
frozen fish,newspapers,12
beverages,dessert,12
kitchen towels,soda,12
flour,long life bakery product,12
bottled beer,frozen dessert,12
tropical fruit,white wine,12
chocolate marshmallow,frozen vegetables,12
cat food,soft cheese,12
bottled beer,specialty bar,12
frozen fish,shopping bags,12
flower (seeds),tropical fruit,12
spices,yogurt,12
berries,frozen meals,12
sausage,specialty cheese,12
dessert,meat,12
canned beer,cream cheese,12
berries,potted plants,12
curd,ice cream,12
canned vegetables,margarine,12
condensed milk,sausage,12
semi-finished bread,waffles,12
frankfurter,misc. beverages,12
hard cheese,specialty chocolate,12
brown bread,specialty bar,12
hard cheese,oil,12
frozen fish,soda,12
candles,yogurt,12
kitchen towels,rolls/buns,12
chicken,processed cheese,11
soft cheese,waffles,11
beef,white wine,11
dessert,flour,11
ketchup,yogurt,11
jam,tropical fruit,11
artif. sweetener,whole milk,11
chewing gum,specialty chocolate,11
cake bar,salty snack,11
Instant food products,citrus fruit,11
soda,zwieback,11
cat food,semi-finished bread,11
domestic eggs,packaged fruit/vegetables,11
chewing gum,frozen vegetables,11
canned vegetables,onions,11
domestic eggs,white wine,11
onions,specialty cheese,11
sausage,turkey,11
beef,red/blush wine,11
beef,misc. beverages,11
dishes,sugar,11
cereals,rolls/buns,11
napkins,pasta,11
cat food,dish cleaner,11
cake bar,napkins,11
frozen vegetables,soups,11
bottled beer,tea,11
Instant food products,shopping bags,11
frozen potato products,tropical fruit,11
coffee,mayonnaise,11
flower (seeds),pastry,11
butter,specialty cheese,11
brown bread,mayonnaise,11
cling film/bags,long life bakery product,11
pet care,pip fruit,11
cat food,oil,11
brown bread,flower (seeds),11
pasta,sugar,11
cream cheese,mayonnaise,11
house keeping products,hygiene articles,11
ice cream,margarine,11
frozen fish,pastry,11
fruit/vegetable juice,pet care,11
brown bread,sweet spreads,11
citrus fruit,mayonnaise,11
dessert,detergent,11
detergent,potted plants,11
photo/film,soda,11
other vegetables,specialty fat,11
detergent,grapes,11
salty snack,sliced cheese,11
canned fish,pork,11
shopping bags,softener,11
butter milk,specialty chocolate,11
frozen dessert,fruit/vegetable juice,11
frozen fish,sliced cheese,11
other vegetables,syrup,11
butter milk,ice cream,11
dental care,yogurt,11
canned fish,pickled vegetables,11
meat,salty snack,11
photo/film,yogurt,11
butter,white wine,11
canned vegetables,dessert,11
female sanitary products,shopping bags,11
grapes,sliced cheese,11
candy,semi-finished bread,11
flour,waffles,11
coffee,soups,11
dog food,pip fruit,11
pork,soft cheese,11
beef,frozen potato products,11
brown bread,dish cleaner,11
berries,semi-finished bread,11
detergent,hamburger meat,11
UHT-milk,hard cheese,11
beef,dish cleaner,11
salty snack,semi-finished bread,11
chewing gum,pork,11
dishes,margarine,11
chicken,salt,11
chicken,semi-finished bread,11
soap,whole milk,11
canned fruit,other vegetables,11
citrus fruit,vinegar,11
frozen fish,long life bakery product,11
ice cream,onions,11
canned vegetables,newspapers,11
napkins,white wine,11
frozen vegetables,roll products,11
hygiene articles,ice cream,11
grapes,hygiene articles,11
bottled beer,chewing gum,11
misc. beverages,pickled vegetables,11
cake bar,citrus fruit,11
cream cheese,sweet spreads,11
canned beer,ice cream,11
processed cheese,sugar,11
canned beer,grapes,11
cake bar,specialty bar,11
cake bar,frozen vegetables,11
cat food,specialty bar,11
frankfurter,soups,11
cream cheese,meat spreads,11
hygiene articles,sliced cheese,11
soda,softener,11
bottled beer,flower (seeds),11
canned vegetables,chocolate,11
brandy,rolls/buns,11
chewing gum,white bread,11
cat food,misc. beverages,11
newspapers,processed cheese,11
brown bread,white wine,11
specialty chocolate,white bread,11
frozen potato products,white bread,11
long life bakery product,red/blush wine,11
rice,soda,11
pastry,vinegar,11
detergent,softener,11
cake bar,newspapers,11
liver loaf,soda,11
pip fruit,softener,11
frozen potato products,frozen vegetables,11
margarine,packaged fruit/vegetables,11
detergent,meat,11
cat food,onions,11
margarine,rice,11
cake bar,domestic eggs,11
beef,turkey,11
domestic eggs,soups,11
photo/film,rolls/buns,11
napkins,rice,11
beverages,frozen meals,11
frozen potato products,napkins,11
onions,pickled vegetables,11
soft cheese,sugar,11
cereals,curd,11
house keeping products,long life bakery product,11
dishes,oil,11
snack products,soda,11
roll products,shopping bags,11
dental care,soda,11
pastry,roll products,11
rolls/buns,spices,11
frozen vegetables,liquor (appetizer),11
herbs,potted plants,11
instant coffee,newspapers,11
cleaner,soda,11
cream cheese,spread cheese,11
rolls/buns,snack products,11
hamburger meat,soft cheese,11
curd,mustard,11
chewing gum,sugar,11
pip fruit,spices,11
meat,waffles,11
dish cleaner,frankfurter,11
baking powder,grapes,11
artif. sweetener,yogurt,11
hamburger meat,sweet spreads,11
red/blush wine,waffles,11
hamburger meat,specialty chocolate,11
candy,grapes,11
pastry,sweet spreads,11
dessert,hard cheese,11
salt,shopping bags,11
Instant food products,newspapers,11
rolls/buns,tea,11
canned fish,hygiene articles,11
chicken,hard cheese,11
bottled water,frozen potato products,11
rolls/buns,specialty cheese,11
chocolate,spread cheese,11
flower (seeds),shopping bags,11
seasonal products,whipped/sour cream,11
spices,tropical fruit,11
popcorn,rolls/buns,11
liquor,rolls/buns,11
candy,seasonal products,11
dessert,processed cheese,11
meat,sugar,11
popcorn,tropical fruit,11
chocolate,frozen potato products,11
curd,house keeping products,11
UHT-milk,ham,11
butter,candles,11
hamburger meat,pickled vegetables,11
frozen vegetables,instant coffee,11
pickled vegetables,processed cheese,11
frankfurter,vinegar,11
liquor,root vegetables,11
detergent,pasta,11
canned fruit,citrus fruit,11
butter,frozen fish,11
dish cleaner,oil,11
cat food,hard cheese,11
mustard,pip fruit,11
oil,specialty chocolate,11
other vegetables,photo/film,11
honey,whole milk,11
frozen dessert,long life bakery product,10
butter milk,candy,10
citrus fruit,spices,10
bottled water,instant coffee,10
herbs,newspapers,10
dessert,semi-finished bread,10
cat food,dishes,10
nut snack,soda,10
Instant food products,bottled water,10
frozen meals,soft cheese,10
kitchen towels,napkins,10
onions,semi-finished bread,10
sausage,softener,10
canned fish,dessert,10
chocolate,dental care,10
frozen vegetables,liver loaf,10
chocolate marshmallow,coffee,10
brown bread,dishes,10
mustard,sliced cheese,10
hard cheese,rice,10
dessert,packaged fruit/vegetables,10
condensed milk,sugar,10
Instant food products,domestic eggs,10
red/blush wine,salty snack,10
liquor (appetizer),yogurt,10
canned vegetables,curd,10
coffee,sweet spreads,10
dental care,tropical fruit,10
napkins,seasonal products,10
frozen vegetables,sweet spreads,10
hamburger meat,specialty bar,10
misc. beverages,pork,10
canned fish,mustard,10
condensed milk,white bread,10
long life bakery product,mayonnaise,10
chocolate,rice,10
condensed milk,salty snack,10
bathroom cleaner,soda,10
dessert,dishes,10
bottled water,female sanitary products,10
beverages,margarine,10
chocolate marshmallow,sausage,10
cream cheese,salt,10
UHT-milk,sliced cheese,10
butter,cake bar,10
condensed milk,frozen vegetables,10
bottled water,mayonnaise,10
chocolate,dishes,10
cream cheese,seasonal products,10
berries,mustard,10
chicken,dish cleaner,10
napkins,pet care,10
hygiene articles,specialty bar,10
